,lx,ly,lconfidence
0,168.691,138.188,0.544446
0,169.353,142.083,0.361966
0,0.0,0.0,0.0
0,182.993,135.595,0.561842
0,161.563,146.634,0.0789185
0,169.37,142.73,0.345326
0,164.156,153.122,0.127345
0,0.0,0.0,0.0
0,175.856,138.191,0.54203
0,165.459,142.743,0.197215
0,0.0,0.0,0.0
0,163.502,152.475,0.127269
0,153.787,155.062,0.384132
0,168.701,131.68,0.24531
0,136.89,162.852,0.061669
0,173.909,144.031,0.265725
0,163.5,143.385,0.138342
0,158.326,152.471,0.128122
0,167.409,147.935,0.449174
0,178.459,133.646,0.484667
0,168.691,134.29,0.442705
0,170.653,144.025,0.384007
0,182.351,138.853,0.435763
0,0.0,0.0,0.0
0,181.048,117.409,0.143947
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,144.026,147.91,0.295332
0,167.405,144.044,0.562779
